timestamp,start_time,departure_runways,arrival_runways
2020-11-24 17:51:59,2020-11-24 16:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-24 18:52:46,2020-11-24 17:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-24 19:56:50,2020-11-24 18:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-24 21:01:28,2020-11-24 19:57:00,"18C, 18L","18C, 18L, 18R"
2020-11-24 22:05:12,2020-11-24 21:02:00,"18C, 18L","18C, 18L, 18R"
2020-11-24 23:03:37,2020-11-24 22:05:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 00:13:54,2020-11-24 23:03:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 00:53:15,2020-11-25 00:14:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 01:53:04,2020-11-25 00:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 02:56:15,2020-11-25 01:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 03:52:16,2020-11-25 02:56:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 04:52:06,2020-11-25 03:53:00,"18C, 18L","18C, 18L"
2020-11-25 05:52:53,2020-11-25 04:52:00,"18C, 18L","18C, 18L"
2020-11-25 06:52:01,2020-11-25 05:53:00,"18C, 18L","18C, 18L"
2020-11-25 07:51:55,2020-11-25 06:52:00,"18C, 18L","18C, 18L"
2020-11-25 07:59:43,2020-11-25 07:52:00,"18C, 18L","18C, 18L"
2020-11-25 10:02:12,2020-11-25 08:00:00,"18C, 18L","18C, 18L"
2020-11-25 10:02:49,2020-11-25 10:02:00,"18C, 18L","18C, 18L"
2020-11-25 10:56:26,2020-11-25 10:03:00,"18C, 18L","18C, 18L"
2020-11-25 11:15:12,2020-11-25 10:57:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 11:15:56,2020-11-25 11:15:00,"36C, 36R","36C, 36L, 36R"
2020-11-25 11:53:13,2020-11-25 11:16:00,"36C, 36R","36C, 36L, 36R"
2020-11-25 12:52:49,2020-11-25 11:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-25 13:38:09,2020-11-25 12:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-25 13:56:27,2020-11-25 13:38:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 14:52:51,2020-11-25 13:56:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 15:52:00,2020-11-25 14:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 16:52:45,2020-11-25 15:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 17:51:59,2020-11-25 16:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 18:52:49,2020-11-25 17:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 19:56:52,2020-11-25 18:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 21:19:28,2020-11-25 19:57:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 21:54:00,2020-11-25 21:20:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 23:05:37,2020-11-25 21:54:00,"18C, 18L","18C, 18L, 18R"
2020-11-25 23:53:23,2020-11-25 23:06:00,"36C, 36R","36C, 36L, 36R"
2020-11-25 23:55:15,2020-11-25 23:54:00,"36C, 36R","36C, 36L, 36R"
2020-11-26 00:44:49,2020-11-25 23:55:00,"36C, 36R","36C, 36L, 36R"
2020-11-26 00:58:47,2020-11-26 00:45:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 01:51:51,2020-11-26 00:58:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 01:53:45,2020-11-26 01:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 02:51:54,2020-11-26 01:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 04:14:52,2020-11-26 02:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 05:58:09,2020-11-26 04:15:00,"18C, 18L","18C, 18L"
2020-11-26 06:54:27,2020-11-26 05:58:00,"18C, 18L","18C, 18L"
2020-11-26 07:52:57,2020-11-26 06:54:00,"18C, 18L","18C, 18L"
2020-11-26 09:37:58,2020-11-26 07:52:00,"18C, 18L","18C, 18L"
2020-11-26 10:20:13,2020-11-26 09:38:00,"18C, 18L","18C, 18L"
2020-11-26 10:53:21,2020-11-26 10:20:00,"18C, 18L","18C, 18L"
2020-11-26 11:31:58,2020-11-26 10:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 12:04:04,2020-11-26 11:32:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 12:25:47,2020-11-26 12:04:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 13:00:25,2020-11-26 12:26:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 13:34:09,2020-11-26 13:01:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 13:52:52,2020-11-26 13:34:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 14:27:45,2020-11-26 13:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 14:54:04,2020-11-26 14:28:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 15:24:02,2020-11-26 14:55:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 15:55:05,2020-11-26 15:24:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 16:20:38,2020-11-26 15:55:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 16:54:42,2020-11-26 16:20:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 17:52:56,2020-11-26 16:54:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 18:26:59,2020-11-26 17:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 18:35:14,2020-11-26 18:27:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 18:52:46,2020-11-26 18:35:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 20:28:56,2020-11-26 18:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 21:00:20,2020-11-26 20:29:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 21:52:24,2020-11-26 21:00:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 21:52:49,2020-11-26 21:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 22:55:29,2020-11-26 21:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-26 23:52:48,2020-11-26 22:55:00,"18C, 18L","18C, 18L, 18R"
2020-11-27 00:58:05,2020-11-26 23:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-27 01:52:14,2020-11-27 00:58:00,"18C, 18L","18C, 18L, 18R"
2020-11-27 02:27:13,2020-11-27 01:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-27 02:36:51,2020-11-27 02:27:00,"18C, 18L","18C, 18L, 18R"
2020-11-27 02:57:16,2020-11-27 02:37:00,"36C, 36L, 36R","36C, 36L, 36R"
2020-11-27 03:52:12,2020-11-27 02:58:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 04:03:09,2020-11-27 03:53:00,"36C, 36R","36C, 36R"
2020-11-27 04:38:02,2020-11-27 04:04:00,"36C, 36R","36C, 36R"
2020-11-27 04:53:03,2020-11-27 04:38:00,"36C, 36R","36C, 36R"
2020-11-27 05:33:17,2020-11-27 04:53:00,"36C, 36R","36C, 36R"
2020-11-27 06:03:15,2020-11-27 05:33:00,"36C, 36R","36C, 36R"
2020-11-27 06:52:48,2020-11-27 06:02:00,"36C, 36R","36C, 36R"
2020-11-27 07:52:44,2020-11-27 06:53:00,"36C, 36R","36C, 36R"
2020-11-27 07:59:56,2020-11-27 07:52:00,"36C, 36R","36C, 36R"
2020-11-27 08:59:05,2020-11-27 08:00:00,"36C, 36R","36C, 36R"
2020-11-27 09:24:25,2020-11-27 08:59:00,"36C, 36R","36C, 36R"
2020-11-27 09:54:31,2020-11-27 09:24:00,"36C, 36R","36C, 36R"
2020-11-27 10:53:19,2020-11-27 09:55:00,"36C, 36R","36C, 36R"
2020-11-27 11:09:52,2020-11-27 10:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 11:52:20,2020-11-27 11:10:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 12:53:02,2020-11-27 11:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 13:06:20,2020-11-27 12:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 13:26:56,2020-11-27 13:06:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 13:52:10,2020-11-27 13:27:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 14:52:58,2020-11-27 13:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 15:13:04,2020-11-27 14:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 15:37:39,2020-11-27 15:13:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 15:46:52,2020-11-27 15:37:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 15:52:19,2020-11-27 15:47:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 16:03:00,2020-11-27 15:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 16:28:50,2020-11-27 16:03:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 16:52:09,2020-11-27 16:29:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 17:07:57,2020-11-27 16:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 17:56:49,2020-11-27 17:08:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 18:57:40,2020-11-27 17:57:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 19:51:53,2020-11-27 18:57:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 20:52:42,2020-11-27 19:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 21:57:27,2020-11-27 20:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 22:52:42,2020-11-27 21:57:00,"36C, 36R","36C, 36L, 36R"
2020-11-27 23:58:15,2020-11-27 22:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 00:28:49,2020-11-27 23:58:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 00:52:39,2020-11-28 00:29:00,"18C, 18L","18C, 18L, 18R"
2020-11-28 01:58:00,2020-11-28 00:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-28 03:01:44,2020-11-28 01:57:00,"18C, 18L","18C, 18L, 18R"
2020-11-28 04:18:00,2020-11-28 03:01:00,"18C, 18L","18C, 18L, 18R"
2020-11-28 04:54:36,2020-11-28 04:18:00,"18C, 18L","18C, 18L"
2020-11-28 05:53:52,2020-11-28 04:54:00,"18C, 18L","18C, 18L"
2020-11-28 06:52:27,2020-11-28 05:54:00,"18C, 18L","18C, 18L"
2020-11-28 07:51:54,2020-11-28 06:52:00,"18C, 18L","18C, 18L"
2020-11-28 10:09:48,2020-11-28 07:52:00,"18C, 18L","18C, 18L"
2020-11-28 10:24:38,2020-11-28 10:10:00,"18C, 18L","18C, 18L"
2020-11-28 11:01:34,2020-11-28 10:25:00,"18C, 18L","18C, 18L"
2020-11-28 11:08:08,2020-11-28 11:02:00,"18C, 18L","18C, 18L"
2020-11-28 11:52:46,2020-11-28 11:08:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 12:53:48,2020-11-28 11:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 13:54:08,2020-11-28 12:54:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 14:54:58,2020-11-28 13:54:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 15:52:34,2020-11-28 14:55:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 16:52:40,2020-11-28 15:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 17:10:05,2020-11-28 16:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 17:56:35,2020-11-28 17:10:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 18:56:53,2020-11-28 17:56:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 19:52:35,2020-11-28 18:57:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 20:51:56,2020-11-28 19:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 21:54:43,2020-11-28 20:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 22:52:04,2020-11-28 21:55:00,"36C, 36R","36C, 36L, 36R"
2020-11-28 23:52:53,2020-11-28 22:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 00:53:20,2020-11-28 23:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 01:52:10,2020-11-29 00:54:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 02:55:41,2020-11-29 01:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 03:52:47,2020-11-29 02:55:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 04:52:50,2020-11-29 03:52:00,"36C, 36R","36C, 36R"
2020-11-29 05:51:51,2020-11-29 04:52:00,"36C, 36R","36C, 36R"
2020-11-29 06:54:48,2020-11-29 05:52:00,"36C, 36R","36C, 36R"
2020-11-29 07:55:56,2020-11-29 06:54:00,"36C, 36R","36C, 36R"
2020-11-29 09:06:35,2020-11-29 07:56:00,"36C, 36R","36C, 36R"
2020-11-29 09:52:35,2020-11-29 09:06:00,"36C, 36R","36C, 36R"
2020-11-29 10:52:09,2020-11-29 09:53:00,"36C, 36R","36C, 36R"
2020-11-29 11:52:51,2020-11-29 10:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 12:51:07,2020-11-29 11:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 13:52:49,2020-11-29 12:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 14:53:07,2020-11-29 13:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 15:52:34,2020-11-29 14:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 16:53:51,2020-11-29 15:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 17:52:01,2020-11-29 16:54:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 18:57:51,2020-11-29 17:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 19:56:02,2020-11-29 18:58:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 20:53:24,2020-11-29 19:56:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 21:42:27,2020-11-29 20:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 21:52:52,2020-11-29 21:42:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 22:52:06,2020-11-29 21:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 23:00:59,2020-11-29 22:52:00,"36C, 36R","36C, 36L, 36R"
2020-11-29 23:07:40,2020-11-29 23:01:00,"18C, 18L","18C, 18L, 18R"
2020-11-29 23:23:10,2020-11-29 23:08:00,"18C, 18L","18C, 18L, 18R"
2020-11-29 23:52:44,2020-11-29 23:23:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 00:37:43,2020-11-29 23:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 00:52:45,2020-11-30 00:37:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 01:23:08,2020-11-30 00:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 01:57:50,2020-11-30 01:23:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 02:20:57,2020-11-30 01:57:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 02:52:29,2020-11-30 02:21:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 03:53:58,2020-11-30 02:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 04:52:05,2020-11-30 03:54:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 05:51:51,2020-11-30 04:52:00,"18C, 18L","18C, 18L"
2020-11-30 06:52:44,2020-11-30 05:52:00,"18C, 18L","18C, 18L"
2020-11-30 07:53:44,2020-11-30 06:52:00,"18C, 18L","18C, 18L"
2020-11-30 08:51:51,2020-11-30 07:53:00,"18C, 18L","18C, 18L"
2020-11-30 08:55:48,2020-11-30 08:52:00,"18C, 18L","18C, 18L"
2020-11-30 09:16:50,2020-11-30 08:55:00,"18C, 18L","18C, 18L"
2020-11-30 09:52:29,2020-11-30 09:17:00,"18C, 18L","18C, 18L"
2020-11-30 09:58:59,2020-11-30 09:52:00,"18C, 18L","18C, 18L"
2020-11-30 10:43:45,2020-11-30 09:59:00,"18C, 18L","18C, 18L"
2020-11-30 10:43:54,2020-11-30 10:43:00,"18C, 18L","18C, 18L"
2020-11-30 10:52:24,2020-11-30 10:44:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 11:34:52,2020-11-30 10:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 11:52:07,2020-11-30 11:35:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 12:01:50,2020-11-30 11:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 12:09:22,2020-11-30 12:02:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 12:15:50,2020-11-30 12:09:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 12:22:56,2020-11-30 12:15:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 12:52:22,2020-11-30 12:23:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 13:15:47,2020-11-30 12:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 13:53:50,2020-11-30 13:15:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 14:54:14,2020-11-30 13:54:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 15:26:46,2020-11-30 14:54:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 15:53:00,2020-11-30 15:27:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 16:52:12,2020-11-30 15:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 17:42:53,2020-11-30 16:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 17:52:26,2020-11-30 17:43:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 18:31:09,2020-11-30 17:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 18:52:12,2020-11-30 18:31:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 19:52:42,2020-11-30 18:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 20:53:11,2020-11-30 19:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 21:52:18,2020-11-30 20:53:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 22:42:46,2020-11-30 21:52:00,"18C, 18L","18C, 18L, 18R"
2020-11-30 22:52:58,2020-11-30 22:42:00,"36C, 36R","36C, 36L, 36R"
2020-11-30 23:53:45,2020-11-30 22:53:00,"36C, 36R","36C, 36L, 36R"
2020-11-30 23:59:45,2020-11-30 23:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 00:52:45,2020-12-30 23:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 01:53:48,2020-12-01 00:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 02:17:38,2020-12-01 01:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 02:57:19,2020-12-01 02:18:00,36R,"36L, 36R"
2020-12-01 03:56:47,2020-12-01 02:57:00,36R,"36L, 36R"
2020-12-01 04:04:27,2020-12-01 03:57:00,36R,36R
2020-12-01 04:53:39,2020-12-01 04:04:00,"36C, 36R","36C, 36R"
2020-12-01 05:53:12,2020-12-01 04:54:00,"36C, 36R","36C, 36R"
2020-12-01 07:06:06,2020-12-01 05:54:00,"36C, 36R","36C, 36R"
2020-12-01 07:52:45,2020-12-01 07:06:00,"36C, 36R","36C, 36R"
2020-12-01 08:52:57,2020-12-01 07:52:00,"36C, 36R","36C, 36R"
2020-12-01 09:57:13,2020-12-01 08:53:00,"36C, 36R","36C, 36R"
2020-12-01 10:52:06,2020-12-01 09:58:00,"36C, 36R","36C, 36R"
2020-12-01 11:52:50,2020-12-01 10:52:00,"36C, 36R","36C, 36R"
2020-12-01 12:52:23,2020-12-01 11:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 13:52:49,2020-12-01 12:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 14:51:59,2020-12-01 13:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 15:52:51,2020-12-01 14:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 16:52:53,2020-12-01 15:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 17:52:07,2020-12-01 16:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 18:53:46,2020-12-01 17:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 19:52:15,2020-12-01 18:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 20:51:51,2020-12-01 19:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 21:53:46,2020-12-01 20:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 22:52:06,2020-12-01 21:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-01 23:52:46,2020-12-01 22:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 00:52:44,2020-12-01 23:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 01:52:27,2020-12-02 00:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 02:29:31,2020-12-02 01:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 02:53:07,2020-12-02 02:30:00,36R,"36L, 36R"
2020-12-02 03:52:35,2020-12-02 02:53:00,36R,"36L, 36R"
2020-12-02 04:53:05,2020-12-02 03:53:00,36R,"36L, 36R"
2020-12-02 05:20:23,2020-12-02 04:53:00,36R,"36L, 36R"
2020-12-02 05:51:51,2020-12-02 05:20:00,36R,36R
2020-12-02 06:52:45,2020-12-02 05:52:00,36R,36R
2020-12-02 07:53:54,2020-12-02 06:52:00,36R,36R
2020-12-02 08:53:05,2020-12-02 07:54:00,36R,36R
2020-12-02 09:54:07,2020-12-02 08:53:00,36R,36R
2020-12-02 09:57:46,2020-12-02 09:54:00,36R,36R
2020-12-02 10:22:59,2020-12-02 09:57:00,36R,36R
2020-12-02 10:53:11,2020-12-02 10:23:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 11:53:18,2020-12-02 10:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 12:52:41,2020-12-02 11:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 13:53:01,2020-12-02 12:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 14:54:43,2020-12-02 13:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 15:52:42,2020-12-02 14:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 16:52:50,2020-12-02 15:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 17:57:25,2020-12-02 16:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 18:59:09,2020-12-02 17:58:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 19:52:15,2020-12-02 18:59:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 20:52:11,2020-12-02 19:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 21:52:01,2020-12-02 20:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 22:52:53,2020-12-02 21:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-02 23:52:31,2020-12-02 22:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 00:52:19,2020-12-02 23:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 01:53:52,2020-12-03 00:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 02:16:40,2020-12-03 01:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 02:52:32,2020-12-03 02:17:00,36R,"36L, 36R"
2020-12-03 03:54:44,2020-12-03 02:52:00,36R,"36L, 36R"
2020-12-03 04:51:20,2020-12-03 03:55:00,36R,"36L, 36R"
2020-12-03 05:52:00,2020-12-03 04:52:00,36R,"36L, 36R"
2020-12-03 06:54:48,2020-12-03 05:52:00,36R,"36L, 36R"
2020-12-03 07:54:58,2020-12-03 06:54:00,36R,"36L, 36R"
2020-12-03 08:51:53,2020-12-03 07:55:00,36R,"36L, 36R"
2020-12-03 09:51:49,2020-12-03 08:52:00,36R,"36L, 36R"
2020-12-03 10:51:49,2020-12-03 09:52:00,36R,"36L, 36R"
2020-12-03 10:52:44,2020-12-03 10:52:00,36R,"36C, 36L, 36R"
2020-12-03 12:01:22,2020-12-03 10:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 12:52:01,2020-12-03 12:02:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 13:52:59,2020-12-03 12:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 14:53:13,2020-12-03 13:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 15:52:44,2020-12-03 14:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 16:52:45,2020-12-03 15:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 17:35:54,2020-12-03 16:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-03 17:57:54,2020-12-03 17:36:00,"18C, 18L","18C, 18L, 18R"
2020-12-03 18:52:13,2020-12-03 17:58:00,"18C, 18L","18C, 18L, 18R"
2020-12-03 19:53:04,2020-12-03 18:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-03 20:54:05,2020-12-03 19:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-03 21:52:03,2020-12-03 20:55:00,"18C, 18L","18C, 18L, 18R"
2020-12-03 22:52:49,2020-12-03 21:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-03 23:53:51,2020-12-03 22:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 00:54:03,2020-12-03 23:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 01:55:27,2020-12-04 00:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 02:30:01,2020-12-04 01:56:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 02:59:31,2020-12-04 02:30:00,18L,"18L, 18R"
2020-12-04 03:52:21,2020-12-04 03:00:00,18L,"18L, 18R"
2020-12-04 04:53:14,2020-12-04 03:53:00,18L,18L
2020-12-04 05:52:16,2020-12-04 04:53:00,18L,18L
2020-12-04 06:53:44,2020-12-04 05:52:00,18L,18L
2020-12-04 07:54:24,2020-12-04 06:54:00,18L,18L
2020-12-04 09:52:58,2020-12-04 07:54:00,18L,18L
2020-12-04 10:02:06,2020-12-04 09:53:00,18L,18L
2020-12-04 10:52:16,2020-12-04 10:02:00,"18C, 18L","18C, 18L"
2020-12-04 12:02:01,2020-12-04 10:53:00,"18C, 18L","18C, 18L"
2020-12-04 12:08:16,2020-12-04 12:02:00,"18C, 18L","18C, 18L"
2020-12-04 13:04:18,2020-12-04 12:08:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 13:56:09,2020-12-04 13:05:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 14:54:11,2020-12-04 13:57:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 15:52:08,2020-12-04 14:55:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 16:01:51,2020-12-04 15:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 16:52:24,2020-12-04 16:02:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 17:08:47,2020-12-04 16:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 17:52:34,2020-12-04 17:09:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 18:10:45,2020-12-04 17:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 18:52:46,2020-12-04 18:10:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 19:52:53,2020-12-04 18:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 20:02:24,2020-12-04 19:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-04 20:53:44,2020-12-04 20:02:00,"18C, 18L","18C, 18L, 18R"
